id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32
Andrea Pirlo,3,2,0,1,0,1,4,0,0,5,0,0,0,1,2,0,1,0,1,2,0,2,1,1,2,1,2,0,0,0,0,1,0
Ricardo Izecson dos Santos Leite,1,2,3,0,3,2,1,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Marcos Evangelista de Moraes,2,3,0,1,2,2,5,2,1,2,0,0,0,0,0,0,1,0,0,4,1,0,1,0,1,1,1,0,0,0,0,1,0
Andriy Shevchenko,1,2,2,0,5,3,1,3,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivan Gennaro Gattuso,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Clarence Seedorf,1,1,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0
Paolo Maldini,3,2,0,3,1,1,4,2,1,3,0,0,1,1,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0
Alessandro Nesta,3,2,3,0,3,2,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0
Jaap Stam,2,2,0,0,0,3,1,1,2,1,0,0,1,1,0,0,0,2,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0
Nelson de Jesus da Silva,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hernán Jorge Crespo,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
