id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33
Whitney Church,0,2,1,0,0,1,0,0,2,4,2,0,0,0,0,1,0,1,3,1,1,3,2,0,2,2,1,0,0,0,0,0,4,0
Caprice Dydasco,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,4,4,2,0,0,2,0,1,0,0,0,0,8,0
Mallory Pugh,0,1,3,0,0,1,0,1,1,0,2,0,0,0,1,0,1,0,1,0,3,2,3,0,2,0,2,3,0,0,0,0,3,0
Francisca Ordega,0,2,1,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,3,5,0,3,0,0,1,0,0,1,1,0,0,0,2,0
Estelle Johnson,0,3,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,2,2,1,0,4,1,0,0,0,4,0,2,0,0,0,7,0
Mallory Eubanks,0,2,2,1,0,0,0,0,2,1,1,0,0,1,0,0,1,0,4,1,2,4,0,0,3,1,0,1,1,0,0,0,0,0
Andi Sullivan,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,3,0,2,0,0,0,0,11,0
Taylor Smith,0,3,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,5,2,0,5,0,0,0,0,1,0,2,0,0,0,1,0
Ashley Hatch,0,0,2,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,0,2,0
Aubrey Bledsoe,0,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,5,0
Joanna Lohman,0,1,2,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0,2,6,2,4,0,0,0,0,1,0,0,0,0,5,0
