id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33
Cristiano Ronaldo dos Santos Aveiro,1,2,0,1,0,2,0,0,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sergio Ramos García,1,2,2,1,0,3,0,1,3,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0
Daniel Carvajal Ramos,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luka Modrić,3,2,6,0,1,0,0,6,0,1,5,0,0,0,0,1,0,0,1,0,6,2,2,0,0,0,3,0,1,0,1,0,1,0
Toni Kroos,1,0,6,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,1,1,0
Marcelo Vieira da Silva Júnior,2,1,6,0,0,2,0,0,1,1,5,0,0,1,0,1,0,1,1,1,1,0,2,0,1,0,0,1,0,1,0,0,1,0
Raphaël Varane,1,1,2,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Keylor Navas Gamboa,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karim Benzema/José Ignacio Fernández Iglesias,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,1,0
Carlos Henrique Casimiro/Marco Asensio Willemsen,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Mateo Kovačić/Gareth Frank Bale,0,3,4,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,2,3,2,0,0,0,3,0,0,0,0,0,0,1,0
