id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33
José Miguel da Rocha Fonte,0,3,3,1,1,1,2,2,4,2,1,0,0,1,0,0,3,2,3,0,2,1,1,3,3,1,1,2,2,0,0,0,0,0
William Silva de Carvalho,0,2,2,0,0,1,1,0,0,0,3,0,0,0,0,1,1,1,0,1,2,1,1,3,1,0,1,4,0,0,0,0,5,0
Cédric Ricardo Alves Soares,0,1,3,0,0,1,0,2,1,2,1,0,0,1,2,0,1,0,1,1,5,2,1,0,0,3,0,4,0,0,0,0,5,0
Kléper Laveran Lima Ferreira,0,5,2,1,2,0,1,2,2,1,1,0,0,1,0,3,1,0,6,0,0,1,0,5,2,0,2,1,5,0,0,0,0,0
Cristiano Ronaldo dos Santos Aveiro,0,0,2,1,0,4,0,0,1,3,0,0,0,0,1,0,0,0,0,5,2,1,0,0,0,0,0,1,0,0,0,0,7,0
Gonçalo Manuel Ganchinho Guedes,0,2,2,1,0,1,1,1,2,1,1,0,0,0,1,0,0,3,2,2,2,2,1,3,0,0,1,2,1,0,0,0,4,0
Raphaël Adelino José Guerreiro,0,4,2,0,1,0,1,3,0,0,2,0,0,1,1,2,0,3,3,0,2,3,0,2,2,0,1,4,3,0,0,0,2,0
Rui Pedro dos Santos Patrício,0,3,1,2,0,1,4,0,0,1,1,0,0,2,0,1,0,1,8,2,0,1,0,0,1,1,1,0,2,0,0,0,0,0
Bernardo Mota Veiga de Carvalho e Silva/Gelson Dany Batalha Martins,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,8,2,4,1,0,0,2,0,1,0,0,0,0,10,0
João Mário Naval da Costa Eduardo/Bruno Miguel Borges Fernandes,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,3,2,0,2,1,0,1,2,3,0,0,0,0,12,0
João Filipe Iria Santos Moutinho/Adrien Sebastian Perruchet Silva,0,1,3,0,0,1,1,1,2,2,1,0,0,1,2,0,0,0,0,2,5,0,1,1,0,1,0,4,0,0,0,0,6,0
